index,Unnamed: 0,Artist Name,Track Name,Popularity,Genres,Playlist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,track_href,analysis_url,duration_ms,time_signature,cluster
12,12,Funeral Suits,We Only Attack Ourselves,32,['shimmer pop'],【﻿ｍｅｌａｎｃｈｏｌｉａ】,0.46404494382022476,0.230534971068927,5,-9.558,0,0.015565548253199592,0.9116464506215556,0.04842639593908629,0.0946816643005351,0.23413566739606123,0.4008781484002723,2LDepxj2UJB7xi3QKmz0kz,spotify:track:2LDepxj2UJB7xi3QKmz0kz,https://api.spotify.com/v1/tracks/2LDepxj2UJB7xi3QKmz0kz,https://api.spotify.com/v1/audio-analysis/2LDepxj2UJB7xi3QKmz0kz,201253,4,2
24,24,Calcutta ,Le barche,34,"['italian indie pop', 'rome indie']",𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.6224719101123596,0.22444421886102936,0,-10.036,1,0.03268765133171913,0.7379514046843866,0.0,0.09904990717483891,0.491507762842555,0.45126616746085774,2FOk2KVYxFAff9XE5Q60mE,spotify:track:2FOk2KVYxFAff9XE5Q60mE,https://api.spotify.com/v1/tracks/2FOk2KVYxFAff9XE5Q60mE,https://api.spotify.com/v1/audio-analysis/2FOk2KVYxFAff9XE5Q60mE,120653,4,2
33,33,XXXTENTACION,Revenge,87,"['emo rap', 'miami hip hop']",june ‘22,0.7640449438202248,0.24271647548472236,11,-16.169,0,0.40677966101694923,0.7851402321933285,0.0020609137055837565,0.09358960358195914,0.16744816088360945,0.558713410483322,5TXDeTFVRVY7Cvt0Dw4vWW,spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW,https://api.spotify.com/v1/tracks/5TXDeTFVRVY7Cvt0Dw4vWW,https://api.spotify.com/v1/audio-analysis/5TXDeTFVRVY7Cvt0Dw4vWW,120027,4,2
50,50,Mecna,Superman,32,"['italian hip hop', 'italian indie pop', 'r&b italiano']",september '22,0.48089887640449436,0.41731803877778906,4,-8.049,0,0.038395019024558975,0.8373491477351365,0.0,0.10341815004914273,0.3852245493383349,0.44729748127978214,5unDcADEgwE5ppbXKH8dE3,spotify:track:5unDcADEgwE5ppbXKH8dE3,https://api.spotify.com/v1/tracks/5unDcADEgwE5ppbXKH8dE3,https://api.spotify.com/v1/audio-analysis/5unDcADEgwE5ppbXKH8dE3,107280,4,2
66,66,Franco Battiato,Bandiera Bianca - Remastered,47,"['classic italian pop', 'experimental', 'italian adult pop']",𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.8078651685393259,0.4437112983453457,0,-11.437,1,0.016603251470079558,0.6405616968467832,3.888324873096447e-05,0.10341815004914273,0.631134729603001,0.30588835942818243,7fQ5piWnEFBc3whfqMjapM,spotify:track:7fQ5piWnEFBc3whfqMjapM,https://api.spotify.com/v1/tracks/7fQ5piWnEFBc3whfqMjapM,https://api.spotify.com/v1/audio-analysis/7fQ5piWnEFBc3whfqMjapM,322938,4,2
75,75,Puma Blue,(She's) Just a Phase,60,"['bedroom pop', 'uk contemporary r&b']",【﻿ｍｅｌａｎｃｈｏｌｉａ】,0.401123595505618,0.37163739721855654,1,-10.488,0,0.04998270494638533,0.70481882366747,0.0006538071065989848,0.13727203232499724,0.07335625716369698,0.5820830496936691,600uAlmfRmnPG7b2whsVTI,spotify:track:600uAlmfRmnPG7b2whsVTI,https://api.spotify.com/v1/tracks/600uAlmfRmnPG7b2whsVTI,https://api.spotify.com/v1/audio-analysis/600uAlmfRmnPG7b2whsVTI,186727,4,2
77,77,Colombre,Blatte,31,['italian indie pop'],𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.6404494382022472,0.5452238351436403,11,-6.762,0,0.047388446904185415,0.6907625771754448,0.0013604060913705582,0.07972043245604454,0.4154423257267896,0.09178352620830493,5rU8jSdCxh8Yg9GdrTh6Im,spotify:track:5rU8jSdCxh8Yg9GdrTh6Im,https://api.spotify.com/v1/tracks/5rU8jSdCxh8Yg9GdrTh6Im,https://api.spotify.com/v1/audio-analysis/5rU8jSdCxh8Yg9GdrTh6Im,236333,4,2
86,86,extremely bad man,Saturday,50,[],april '22,0.507865168539326,0.6203431123743782,10,-5.767,1,0.018505707367692845,0.7921683554393412,5.644670050761421e-05,0.10997051436059843,0.5123476086276961,0.5382709326072159,2XzTfbvUZlZELFEDsUdOXk,spotify:track:2XzTfbvUZlZELFEDsUdOXk,https://api.spotify.com/v1/tracks/2XzTfbvUZlZELFEDsUdOXk,https://api.spotify.com/v1/audio-analysis/2XzTfbvUZlZELFEDsUdOXk,211369,4,2
87,87,I Cani,Baby soldato,34,"['italian alternative', 'italian indie pop', 'rome indie']",dvdvdvd,0.6617977528089889,0.6000406050147192,6,-8.551,0,0.03320650294015911,0.7379514046843866,0.0008304568527918782,0.11215463579775034,0.44045014066895904,0.4368618107556161,3SVS50W5TyaH9BLSwyKLOX,spotify:track:3SVS50W5TyaH9BLSwyKLOX,https://api.spotify.com/v1/tracks/3SVS50W5TyaH9BLSwyKLOX,https://api.spotify.com/v1/audio-analysis/3SVS50W5TyaH9BLSwyKLOX,240387,4,2
101,101,Generic Animal,Qualcuno che è andato,11,"['emo rap italiano', 'indie rock italiano', 'italian indie pop', 'milan indie', 'r&b italiano']",𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.7404494382022472,0.1503400669982743,8,-13.32,1,0.04617779315115878,0.8684736935389067,0.0,0.09140548214480723,0.2539335208919454,0.4220762423417291,1Hp3Z63ZMDJG6PxOHTMABf,spotify:track:1Hp3Z63ZMDJG6PxOHTMABf,https://api.spotify.com/v1/tracks/1Hp3Z63ZMDJG6PxOHTMABf,https://api.spotify.com/v1/audio-analysis/1Hp3Z63ZMDJG6PxOHTMABf,173333,4,2
